0.79421,-0.20709,-0.22446,-0.12388,0.31816,-0.51036,0.019079,-0.42663,-0.20014,-0.28444,1.0048,-0.17867,0.68191,-0.55613,-0.66391,-0.94578,-0.24002,1.3405,0.34519,0.64309,-0.38399,-0.58031,-0.66089,-0.36125,0.79306,0.090511,-0.22515,-0.42172,-0.16707,-0.16783,0.8235,1.3665,-1.1572,0.85515,-0.39012,1.2447,-0.41971,1.671,-1.1067,0.21181,0.3714,0.064509,0.13853,0.56759,-0.25338,-0.47326,0.18061,-0.085202,-0.17589,-0.18388,-0.12485,0.075797,-0.10611,-1.2009,-0.31519,-0.085248,-0.53058,-0.66722,-0.53553,-0.51658,-0.552,-0.052207,-0.089113,0.59363,0.35799,-0.043307,0.44371,-0.43478,0.01715,-0.31664,-0.047531,0.7227,-0.26285,0.54228,-0.21239,0.60015,-0.38631,-2.1244,-0.42062,-0.66149,-0.37141,-0.41048,-0.5239,-0.69583,-0.28882,-0.2561,-0.28834,-0.18862,-0.20274,0.53721,0.53505,2.7394,-0.11658,-0.073073,-0.58772,0.9548,1.3328,1.5333,1.008,-0.22787,1.0276,0.00093627,-0.34688
0.21012,0.035454,-0.74887,0.33429,0.083727,-0.50606,-0.5166,0.19603,0.050262,0.13425,0.54071,0.062635,0.68191,-0.78344,-0.82712,-0.31761,-0.59828,0.71919,0.44769,1.4305,-0.75088,-0.54017,-0.62383,-0.18002,-0.36654,-0.56176,-0.24372,-0.82484,0.076885,0.72845,0.094558,0.53953,-0.87842,0.79636,-0.64056,1.135,-0.45577,1.2749,-1.1046,1.4694,-0.28796,1.2073,1.3594,-0.71914,-1.1023,-1.0316,-0.98834,-1.2291,0.33485,0.55396,0.023203,0.49589,-0.10161,-0.059359,0.15976,0.0070639,-0.14959,-0.63081,-0.622,-0.64013,-0.63844,0.74652,-0.51551,-0.41112,-0.43146,-0.78328,-1.0283,-0.28358,-0.014859,-0.41605,0.74885,-1.2071,0.053758,-0.093363,0.085738,1.0439,1.5175,-0.77999,0.96512,0.12123,-0.94583,-0.94272,-0.95597,-0.80458,-0.97226,-1.0069,-1.0015,-0.70738,-0.95658,-0.0099572,-2.0591,-0.56792,-0.080462,-0.073073,-0.77508,0.77484,0.3312,0.78201,0.50746,0.097673,-0.43684,-0.47641,-0.34688
-0.75068,-0.16529,-0.66146,-0.6609,0.91888,-0.39853,-0.5166,-0.34852,-0.23266,-0.32513,0.43666,-0.22986,-1.568,-0.51834,-0.10413,-0.40327,0.73755,0.3685,0.055532,-1.0194,-0.40074,-0.32376,-0.50488,-1.2444,-0.27868,1.9954,-1.0988,-0.4109,-0.15553,-0.43601,0.60438,0.038821,-0.25298,-0.44197,0.40685,-0.30715,2.3804,0.15044,0.038331,-0.92039,-0.33611,-0.96458,-0.95186,-0.27683,0.50227,0.87917,0.40791,0.4638,1.0739,1.4618,-0.13113,-0.61784,-0.10667,-0.32569,-0.8296,-0.52653,-0.92085,-0.61868,-0.64951,-0.64013,-0.64754,0.67864,-0.42658,-0.51032,-0.50103,-0.53662,0.11661,-1.216,0.38704,-0.55489,0.041274,0.7227,-0.25386,0.81881,-0.0044931,-0.80956,-0.25906,0.11626,-0.44003,-0.75358,-0.72131,-0.73435,-0.7691,-0.71607,-0.86974,-0.88656,-0.92777,-0.70738,-1.003,-1.2069,-0.94732,-0.15451,-0.11314,-0.073073,-0.73599,1.1981,0.0095198,0.10388,0.64703,-0.15127,-0.34376,-0.60128,-0.34688
-2.1924,-0.20431,-0.28272,-0.59839,0.80594,-0.41573,-0.37134,-0.22577,-0.099329,-0.30818,0.10162,-0.22986,-1.568,-0.27886,0.27586,0.62464,-0.084016,0.35879,-0.51265,-0.57858,-0.29837,-0.14331,-0.26682,-0.1836,-0.081542,-0.76349,-0.039151,-0.014303,-0.17021,-0.35485,-0.19322,0.090338,-0.41114,-0.93803,0.43152,2.5673,-1.0461,1.4667,-0.66533,0.03625,-0.77321,0.35941,0.24221,-0.075778,0.22448,0.35458,-0.15492,0.38174,0.12425,0.31409,-0.12892,-0.19775,-0.10648,-0.24742,1.1523,0.4903,0.78062,-0.54587,-0.39797,-0.48717,-0.46555,0.59157,-0.38326,-0.082986,-0.10177,-0.19747,-0.079658,-0.33398,0.23624,-0.28921,0.033397,0.7227,-0.24486,0.1582,0.15287,-0.60942,-0.62008,-0.60074,0.73942,0.16727,-0.71985,-0.70815,-0.65244,-0.42017,-0.65104,-0.73181,-0.80972,-0.7996,-0.59126,-0.72811,-1.3853,-0.36121,-0.080462,-0.073073,-0.6245,0.50167,0.03578,0.68196,0.57456,-0.15824,-0.57134,-0.5469,-0.34688
-1.3768,-0.1735,0.0086144,-0.55222,0.70033,0.063844,-0.43181,-0.96671,-1.1042,-0.8913,-0.29377,-0.15303,0.47492,2.7097,1.1876,-0.50321,2.2364,-1.1229,-1.1789,-0.56981,2.8871,2.8789,2.7731,0.65743,0.50988,1.0867,-0.18122,3.5696,-0.18857,-1.2076,-0.89148,-1.4362,2.5451,-1.1622,0.57833,-0.34536,0.22473,-1.5385,2.4709,-0.53702,-0.3287,-1.3209,-0.99869,-0.43767,1.6998,1.6268,1.3629,1.342,-1.3084,-1.362,-0.1436,-0.93372,-0.088617,-0.29011,-0.60339,-0.37897,-0.38771,-0.21215,-0.31544,-0.22536,-0.2176,0.21312,-0.35134,-0.71636,-0.62202,-0.2283,-0.27592,-0.86318,1.4996,-0.6903,-0.67346,0.7227,-0.24113,0.49811,1.4868,-0.62392,-0.45637,1.2814,-0.8526,-0.47732,1.8577,2.04,2.3651,2.8271,0.32628,2.9478,2.3235,4.8953,2.8764,-0.42033,1.3436,-0.22341,-0.11658,-0.073073,-0.033682,-0.56347,-0.31873,-1.8944,-0.61046,-0.0268,-0.71871,0.56489,-0.34688
0.33924,-0.20561,-0.28272,-0.62183,0.92377,-0.51466,-0.51134,-0.37753,-0.20339,-0.37598,0.38464,-0.22986,-1.568,-0.22868,0.27586,0.31056,0.61996,0.25807,-0.72655,-0.41847,-0.26387,-0.36165,-0.50931,-0.61067,0.3732,-0.73903,-1.176,-1.4324,-0.18067,-0.7724,1.0864,0.21235,-0.71787,-0.87556,0.61781,1.6749,-0.82981,1.6835,-0.83477,-0.67675,-0.71394,-1.0229,-0.88162,-0.035568,0.76354,0.94421,0.31965,0.77054,2.8306,1.6653,-0.14096,-0.78392,-0.10889,3.9387,2.5474,1.7022,1.0503,-0.39418,-0.50409,-0.56659,-0.59067,0.73829,-0.52007,-0.24324,-0.23486,-0.19747,-0.014237,-0.61118,0.61396,-0.45719,-0.042518,0.7227,-0.25369,0.34256,0.4712,-0.32516,-0.44779,-0.24224,-0.67058,-0.10898,-0.58864,-0.62599,-0.65342,-0.65031,-0.75356,-0.81778,-0.84415,-0.70738,-0.72463,-1.5147,-0.50934,-0.91243,-0.11658,-0.073073,-0.76703,1.4548,0.17177,0.29379,0.83492,-0.18261,-0.43537,-0.55898,-0.34688
0.12296,-0.17911,0.037748,-0.57424,0.79556,-0.46304,-0.47585,-0.17221,-0.24242,-0.099676,0.30556,-0.22986,-1.568,0.033349,-0.19083,-0.30333,-0.49402,0.48984,-0.22745,0.87777,-0.081519,-0.090492,-0.21899,0.025493,-0.53615,-0.38029,-0.04894,-0.56331,-0.16799,-0.59832,-0.78631,-0.83155,-0.050896,0.061447,-0.20136,-1.0628,0.1406,-0.83363,-0.067434,-0.65167,0.10469,-0.36863,-0.53042,-0.19641,0.545,0.6739,0.79756,0.28894,0.34242,0.060546,-0.13141,-0.49409,-0.10235,-0.81871,-0.86341,-0.9664,-1.141,-0.59441,-0.5827,-0.59013,-0.59067,0.53261,-0.31485,-0.38059,-0.3256,-0.043307,-0.40676,0.47241,0.012883,-0.56689,-0.56676,0.7227,0.23191,-5.2169,0.19546,-0.56591,-0.51999,-0.062989,-0.82347,-0.24711,0.46981,0.44921,0.46183,0.36636,0.53131,0.68386,0.66097,0.65293,0.62068,0.46881,0.90564,1.1546,-0.11658,-0.073073,-0.53484,0.34808,-0.11428,-0.80308,-0.40379,0.12553,-0.82579,-0.31729,-0.34688
0.74818,-0.057591,-0.48666,0.1908,0.17652,-0.35121,-0.51332,1.5797,1.4974,1.6904,-0.1044,-0.22986,-1.568,-1.0208,-0.36425,0.49615,-0.73312,0.055422,0.62371,-0.48866,-0.8386,-0.60455,-0.6224,-0.59235,-0.36641,-0.52931,-0.92721,0.88422,0.035752,1.4259,0.85271,0.52598,0.032975,0.33336,-0.39012,-0.21101,0.67238,0.21594,-0.084702,0.35155,1.0517,0.31641,0.35928,-0.83977,-0.90414,-0.86268,-0.87261,-0.7397,-0.24903,-0.045727,-0.074599,0.13767,-0.099701,1.9818,2.3092,1.7743,1.4993,-0.38811,-0.4019,-0.47246,-0.49513,0.69784,-0.44482,-0.62987,-0.63715,-0.9991,-1.0937,-0.53558,-0.88126,-0.31492,0.53185,-1.2071,-0.03498,-0.2758,-0.86927,-0.37157,-0.4435,0.29551,1.5112,-0.47732,-0.73735,-0.69029,-0.63464,-0.3443,-0.92441,-0.92668,-0.98187,-0.74196,-0.99137,0.53721,-0.40827,-0.49902,-0.068423,-0.065271,-0.69806,0.58901,-0.91989,-0.41028,0.15316,0.017593,-0.49199,-0.561,-0.34688
-1.0737,-0.20201,-0.48666,-0.55932,0.84745,-0.44369,-0.52449,-0.17444,-0.55623,-0.35055,0.12867,-0.17361,0.68191,0.25199,-0.058221,-0.24623,0.57998,0.18041,-0.9672,1.1761,0.28889,0.04324,-0.10828,0.32195,-0.061561,-0.72347,0.67395,0.10667,-0.18573,-1.0171,-0.67382,-0.62639,-0.32088,-1.0556,0.44386,0.53473,0.1376,-0.33301,0.17216,-0.59434,-0.86211,-0.36863,-0.46687,-0.43767,0.85095,0.90789,1.2055,0.70997,-0.45837,0.60406,-0.14289,-0.87836,-0.10818,-1.3961,-0.43031,-0.88458,-1.2375,-0.69756,-0.62593,-0.65778,-0.66119,0.78011,-0.54287,-0.74943,-0.65227,-0.3208,0.051184,-1.1908,0.92623,-0.55489,-1.111,0.7227,-0.27286,0.87834,0.66177,-0.58041,-1.32,0.83326,-0.56137,-1.0068,-0.35537,-0.42953,-0.53775,-0.75906,-0.22731,-0.37073,-0.45066,-0.6728,-0.33611,-0.24934,-1.2168,-0.98133,-0.11658,-0.073073,-0.73255,0.62829,0.4006,0.68103,0.70742,-0.19654,-0.22648,-0.24881,-0.34688
0.089185,-0.1528,-0.74887,-0.034377,0.41889,-0.52541,-0.52975,-0.0048254,-0.011526,0.030849,0.3555,-0.22986,-1.568,-1.0427,-0.87048,-0.14629,-1.1768,0.68036,0.87995,-0.42066,-1.1009,-0.80844,-0.90037,-0.50975,-0.38314,0.43236,-1.176,0.75775,-0.085751,0.97663,2.1163,1.8013,-0.94153,0.70082,-1.0798,2.9384,-1.0732,2.3821,-1.3183,1.3225,-0.51391,1.4561,1.443,-0.83977,-0.93424,-1.0299,-1.3239,-0.98197,-0.16454,-0.65908,-0.10718,-0.028411,-0.1084,-0.84412,0.25717,0.25463,-0.23,-0.67936,-0.64558,-0.65778,-0.66119,0.75131,-0.55199,-0.65277,-0.5948,-0.75244,-0.96284,-0.25839,-0.43099,-0.36806,0.44305,-1.2071,-0.2038,0.29455,-0.35315,-0.64713,-0.35199,0.29551,1.9577,-0.17805,-0.8569,-0.86533,-0.84919,-0.68572,-1.3071,-1.2763,-1.2967,-0.83419,-1.3045,-1.0359,-0.50934,-0.29231,-0.075303,-0.073073,-0.80611,0.97415,0.15301,0.67269,0.79331,-0.10079,-0.50972,-0.61739,-0.34688
-0.2176,-0.12438,-0.6906,-0.63675,0.7687,-0.41143,-0.52383,0.017492,-0.18713,-0.035261,0.64892,-0.096359,0.68191,-0.95638,-1.137,-0.98861,-0.18514,1.0565,1.3278,-0.19256,-0.91626,-0.76365,-0.88279,-0.3063,-0.32932,-1.2488,-0.72628,-0.54647,-0.077793,0.62494,-0.20491,-0.0018507,-0.56451,1.3622,-0.85399,-0.89635,0.71143,0.20659,-0.72361,0.47695,0.25657,0.29797,0.39273,-0.59851,-0.89637,-0.51296,-0.83515,-0.93215,-0.3764,-0.20058,-0.1024,-0.18472,-0.10273,-0.52087,-0.69999,-0.3468,-0.52997,-0.61261,-0.622,-0.59895,-0.60204,0.69852,-0.46079,-0.58409,-0.5827,-0.78328,-0.60303,-0.78758,0.039913,-0.55318,0.22032,0.7227,-0.17835,0.27727,-0.10411,1.8242,0.23064,-2.1244,-0.20705,0.075189,-0.94,-0.93915,-0.96289,-0.8324,-1.0953,-1.0929,-1.1147,-0.76502,-1.2059,0.40041,-0.94732,0.2589,-0.094222,-0.073073,-0.68312,-0.052299,0.6482,0.75514,0.22429,0.089839,-0.71285,-0.2609,-0.34688
